Comments,SCHOOL NAME,FIELD,Grande Ecole or Ecole Spécialisée,PROGRAM NAME,SPECIALISATION,INTAKE,LEVEL OF ENTRY,CITY,PRICE,LENGHT,LANGUAGE,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),All Masters of Science are available /All Masters of Science are available /All Mastères spécialisés are available /Marketing & Business Development/Finance /Supply Chain Management and Purchasing/,Fall,BAC+3,"Reims, Rouen",17500,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),All Masters of Science are available /All Masters of Science are available /All Mastères spécialisés are available /Marketing & Business Development/Finance /Supply Chain Management and Purchasing/,Spring,BAC+3,"Reims, Rouen",16500,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,International Pre-Master Program,MSc International Finance,Fall,BAC+3,Rouen,16250,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,International Pre-Master Program,"MSc Marketing/MSc Business Analytics/MSc ArtificiaI Intelligence for Business/MSc Global Management/MSc International Business Development/MSc International Project Development/MSc Strategy, Organisation & Consulting/MSc Supply Chain Management/MSc Cultural & Creative Industries/MSc Wine & Gastronomy/MSc Sustainability Transformations/",Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc International Finance,Corporate Finance & Investment Banking/Financial Markets & Risk Management/Real Estate & Wealth Management/,Fall,BAC+3,"Reims, Rouen",16250,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc International Finance,Corporate Finance & Investment Banking/Financial Markets & Risk Management/Real Estate & Wealth Management/,Fall,BAC+4,"Reims, Rouen",21500,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Marketing,International Brand Management /Digital & Data Marketing/Luxury Marketing /,Fall,BAC+3,"Paris, Reims, Rouen",15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Marketing,International Brand Management /Digital & Data Marketing/Luxury Marketing /,Fall,BAC+4,"Paris, Reims, Rouen",19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Business Analytics,,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Business Analytics,,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc ArtificiaI Intelligence for Business,,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc ArtificiaI Intelligence for Business,,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Global Management,,Fall,BAC+3,"Reims, Rouen",15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Global Management,,Fall,BAC+4,Reims,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc International Business Development,,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc International Business Development,,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc International Project Development,,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc International Project Development,,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,"MSc Strategy, Organisation & Consulting",,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,"MSc Strategy, Organisation & Consulting",,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Supply Chain Management,,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Supply Chain Management,,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Cultural & Creative Industries,,Fall,BAC+3,Rouen,15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Cultural & Creative Industries,,Fall,BAC+4,Rouen,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Wine & Gastronomy,,Fall,BAC+3,"Reims, Rouen",15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Wine & Gastronomy,,Fall,BAC+4,Reims,19300,1.5,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Sustainability Transformations,,Fall,BAC+3,"Reims, Rouen",15150,2,English,,,,,,,
,NEOMA Business School,Business School  📈,Grande Ecole 👑,MSc Sustainability Transformations,,Fall,BAC+4,Reims,19300,1.5,English,,,,,,,
No alternance only stage alterné,NEOMA Business School,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® Marketing & Data Analytics,,Fall,BAC+5,Paris,18500,1,French,,,,,,,
No alternance only stage alterné,NEOMA Business School,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® Études & Décision Marketing,,Fall,BAC+5,Paris,18500,1,French,,,,,,,
No alternance only stage alterné,NEOMA Business School,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® Analyse Financière Internationale,,Fall,BAC+5,Paris,18500,1,French,,,,,,,
Full time 1st year & alternance 2nd year,NEOMA Business School,Business School  📈,Grande Ecole 👑,Année Préparatoire pour un MSc en alternance,,Fall,BAC+3,Paris,10500,2,French,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,International Bachelor in Management,Audit & Contrôle de Gestion/ E-commerce & Marketing Numérique/ Start-up & Business Development/ Marketing & Communication/ Marketing & Digital in Luxury / International Business /Banking & Finance/Banque & Finance/,"Fall, Spring",BAC,Paris,9500,3,Both,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,Bachelor Tech for Management,Digital Product Manager/Data Analytics & AI/Cybersecurity,Fall,BAC,Paris,9500,3,Both,,,,,,,
CLOSED / Deadline is June 16th for EU students,Paris School of Business,Business School  📈,Grande Ecole 👑,Programme Grande École,"Audit & Contrôle de Gestion /CCA - Comptabilité, Conseil & Audit /Corporate Finance /Gestion de patrimoine/Investment & Financial Risk Management /Stratégie & Ingénierie Commerciale / Entrepreneuriat & Business Development /Business Consulting /Luxury Retail & Brand Management/Digital Business /International Business /Data Management/Management des RH & de la Transformation Digitale / Purchasing & Supply Chain/ Marketing Insights & Data Analytics Strategy /International Business /","Fall, Spring",BAC,Paris,11500,5,French,,,,,,,
CLOSED / Deadline is June 16th for EU students,Paris School of Business,Business School  📈,Grande Ecole 👑,Programme Grande École,"Audit & Contrôle de Gestion /CCA - Comptabilité, Conseil & Audit /Corporate Finance /Gestion de patrimoine/Investment & Financial Risk Management/Stratégie & Ingénierie Commerciale / Entrepreneuriat & Business Development /Business Consulting/Luxury Retail & Brand Management/Digital Business /International Business /Data Management/Management des RH & de la Transformation Digitale /Purchasing & Supply Chain/ Marketing Insights & Data Analytics Strategy /International Business/",Fall,BAC,Paris,11500,5,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for UE Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in Arts & Cultural Management,,"Fall, Spring",BAC+3,Paris,11390,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc Hospitality Management,,"Fall, Spring",BAC+3,Paris,9145,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in International Finance,,"Fall, Spring",BAC+3,Paris,9145,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in International Management & Global Leadership,,"Fall, Spring",BAC+3,Paris,9145,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in Luxury & Fashion Management,,"Fall, Spring",BAC+3,Paris,11800,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in Marketing Analytics & Data Intelligence,,"Fall, Spring",BAC+3,Paris,9145,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in Purchasing & Supply Chain Management,,"Fall, Spring",BAC+3,Paris,9145,2,English,,,,,,,
Deadline is June 30th for non EU Students / August 31st for EU Students,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc in Sustainability & Business Development,,"Fall, Spring",BAC+3,Paris,9145,2,English,,,,,,,
CLOSED,Paris School of Business,Business School  📈,Grande Ecole 👑,MSc Data Management,,Fall,BAC+4,Paris,0,1.5,Mix,,,,,,,
CLOSED,Paris School of Business,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École),Luxury Retail & Brand Management/Investment & Financial Risk Management/International Business/International Business/,Fall,BAC+3,Paris,12200,2,Both,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,BTS SIO Services Informatiques aux Organisations,"Solutions d'infrastructure, systèmes et réseaux /Solutions logicielles et applications métiers /",Fall,BAC,Paris,0,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,BTS NDRC Négociation et Digitalisation de la Relation Client,,Fall,BAC,Paris,0,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Licence Professionnelle Administration & Sécurité des Systèmes et des Réseaux,,Fall,BAC+2,Paris,0,1,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Licence Professionnelle Commerce et Distribution,,Fall,BAC+2,Paris,0,1,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Développement Web,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Systèmes Réseaux & Cloud,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Cybersécurité,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Data & Intelligence Artificielle,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Communication & Marketing Digital,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor E-Commerce,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Bachelor Business Développement,,Fall,BAC,Paris,8750,3,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Double Diplôme Concepteur Développeur Global Programming,,Fall,BAC+2,Paris,8900,1,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Double Diplôme Bachelor Cybersécurité,,Fall,BAC+2,Paris,8900,1,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Data Science in Business,,Fall,BAC+3,Paris,9750,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Cybersécurité & Cloud,,Fall,BAC+3,Paris,0,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Intelligence Artificielle & BT,,Fall,BAC+3,Paris,9750,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Blockchain Strategy,,Fall,BAC+3,Paris,9750,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère FinTech,,Fall,BAC+3,Paris,9750,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Ingénieur d’Affaires Tech,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Marketing Analytics,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Product Manager,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Digital Tech Manager,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Mastère Tech Consulting,,Fall,BAC+3,Paris,9650,2,French,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Double Diplôme MSc Cybersécurité & IA,,Fall,BAC+3,Paris,12500,2,Both,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Double Diplôme MSc Data Management,,Fall,BAC+3,Paris,12500,1.5,Both,,,,,,,
,Paris School Of Technology & Business (Galileo Group),Engineering 🛠,Ecole Spécialisée 🧢 ,Double Diplôme MSc Cybersécurité & Management,,Fall,BAC+3,Paris,12500,1.5,French,,,,,,,
Verify with Nico before applying,PENNINGHEN (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation en Architecture Intérieure,,Fall,BAC,Paris,10990,5,French,,,,,,,
Verify with Nico before applying,PENNINGHEN (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Communication,,Fall,BAC,Paris,10990,5,French,,,,,,,
Verify with Nico before applying,PENNINGHEN (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation en Direction Artistique,,Fall,BAC,Paris,10990,5,French,,,,,,,
Verify with Nico before applying,PENNINGHEN (Galileo Group),Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Communication,,Fall,BAC+3,Paris,15990,2,French,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,Bachelor in Management,Finance/Marketing/Supply Chain/International and Innovative Business Management/,Fall,BAC,"Paris, Rennes",11000,3,Both,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande Ecole) ,Sustainable Business /Business Analytics/Finance/Supply Chain Management/Geopolitics & International Affairs/Cybersecurity & Digital Management/All Masters of Science are available/,Fall,BAC+3,Rennes,15900,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Digital Marketing Management,,Fall,BAC+3,"Paris, Rennes",14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Digital Marketing Management,,Fall,BAC+4,"Paris, Rennes",18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Luxury Marketing & Brand Management,,Fall,BAC+3,"Paris, Rennes",14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Luxury Marketing & Brand Management,,Fall,BAC+4,"Paris, Rennes",18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Immersive Design Management,,Fall,BAC+3,Rennes,0,2,French,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Immersive Design Management,,Fall,BAC+4,Rennes,0,1,French,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Geopolitics & Business,,Fall,BAC+3,Rennes,14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Geopolitics & Business,,Fall,BAC+4,Rennes,18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in International Finance,,Fall,BAC+3,"Paris, Rennes",14000,2,English,,,,,,,
Parcours en alternance est complet à Paris,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in International Finance,,Fall,BAC+4,"Paris, Rennes",18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Financial Data Intelligence,,Fall,BAC+3,Rennes,14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Financial Data Intelligence,,Fall,BAC+4,Rennes,18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,"MSc in International Accounting, Management Control and Auditing",,Fall,BAC+3,Rennes,14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,"MSc in International Accounting, Management Control and Auditing",,Fall,BAC+4,Rennes,18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Data and Business Analytics,,Fall,BAC+3,Rennes,14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in Data and Business Analytics,,Fall,BAC+4,Rennes,18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,"MSc in Logistics, Supply Chain & Purchasing",,Fall,BAC+3,"Paris, Rennes",14000,2,English,,,,,,,
Parcours en alternance est complet à Paris,Rennes School of Business,Business School  📈,Grande Ecole 👑,"MSc in Logistics, Supply Chain & Purchasing",,Fall,BAC+4,"Paris, Rennes",18000,1,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in International Negotiation and Business Development,,Fall,BAC+3,Rennes,14000,2,English,,,,,,,
,Rennes School of Business,Business School  📈,Grande Ecole 👑,MSc in International Negotiation and Business Development,,Fall,BAC+4,Rennes,18000,1,English,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Design Produit,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Design Transport,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Designer 3D,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation UX Design,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Design Produit ,,Fall,BAC+3,Valenciennes,0,2,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Mastère Design Transport ,,Fall,BAC+3,Valenciennes,0,2,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Bachelor in Management et Tech Design,,Fall,BAC,Valenciennes,10500,3,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Animation 3D,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Animation 2D,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Art,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Design,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,RUBIKA,Arts Schools 🎭,Ecole Spécialisée 🧢 ,Formation Game Programming,,Fall,BAC,Valenciennes,9450,5,French,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Global BBA,Accounting/E-commerce & Digital Strategy/Luxury Brand Management/Sustainable Development & Social Responsibility /Corporate Finance/Entrepreneurship & Business Administration/Marketing/,"Fall, Spring",BAC,"Lille, Sophia-Antipolis",14000,4,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Bachelor in Management and Engineering Sciences,,Fall,BAC,Lille,14000,4,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"Marketing Digital & Data Analytics/Contrôle de Gestion & Audit /Marketing Digital & Data Analytics /Contrôle de Gestion & Audi/Strategic Marketing & Business Development​​ /Audit, Management Accounting &​​ Finance /​​​​Project Management & Supply Chain/All Masters of Science are available/All Mastères spécialisés are available /",Fall,BAC+3,"Lille, Paris, Sophia-Antipolis",18500,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Master in Management (Master Grande École) ,"Marketing Digital & Data Analytics/Contrôle de Gestion & Audit /Marketing Digital & Data Analytics /Contrôle de Gestion & Audi/Strategic Marketing & Business Development​​ /Audit, Management Accounting &​​ Finance /​​​​Project Management & Supply Chain/All Masters of Science are available/All Mastères spécialisés are available /",Fall,BAC+3,"Lille, Paris",0,2,French,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Auditing, Management Accounting & Information Systems",,Fall,BAC+3,Paris,19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Auditing, Management Accounting & Information Systems",,Fall,BAC+4,Paris,19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Business Consulting & Decision Intelligence,,"Fall, Spring",BAC+3,"Paris, Sophia-Antipolis",19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Business Consulting & Decision Intelligence,,"Fall, Spring",BAC+4,"Paris, Sophia-Antipolis",19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Corporate Financial Management,,"Fall, Spring",BAC+3,"Paris, Sophia-Antipolis",19000,2,English,,,,,,,
Closed Paris,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Corporate Financial Management,,"Fall, Spring",BAC+4,"Paris, Sophia-Antipolis",19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Digital Marketing and Artificial Intelligence,,"Fall, Spring",BAC+3,Sophia-Antipolis,19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Digital Marketing and Artificial Intelligence,,"Fall, Spring",BAC+4,Sophia-Antipolis,19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Entrepreneurship & Innovation​,,"Fall, Spring",BAC+3,Sophia-Antipolis,19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Entrepreneurship & Innovation​,,"Fall, Spring",BAC+4,Sophia-Antipolis,19000,1,English,,,,,,,
Closed Paris,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Financial Markets & Investments,,Fall,BAC+3,"Paris, Sophia-Antipolis",23000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Financial Markets & Investments,,Fall,BAC+4,"Paris, Sophia-Antipolis",27000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc in International Business,,"Fall, Spring",BAC+3,Paris,19000,2,English,,,,,,,
Closed,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc in International Business,,"Fall, Spring",BAC+4,Paris,19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Strategic Management & Consulting,,Fall,BAC+3,Paris,22000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Strategic Management & Consulting,,Fall,BAC+4,Paris,25000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Human Resources & Performance Management,,"Fall, Spring",BAC+3,Paris,19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Human Resources & Performance Management,,"Fall, Spring",BAC+4,Paris,19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Marketing & Business Development,,"Fall, Spring",BAC+3,"Lille, Paris, Sophia-Antipolis",19000,2,English,,,,,,,
Closed,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc International Marketing & Business Development,,"Fall, Spring",BAC+4,"Lille, Paris, Sophia-Antipolis",19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Luxury & Fashion Management,,"Fall, Spring",BAC+3,Sophia-Antipolis,20500,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Luxury & Fashion Management,,"Fall, Spring",BAC+4,Sophia-Antipolis,22000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Project Management for Business Development,,"Fall, Spring",BAC+3,"Lille, Paris",19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Project Management for Business Development,,"Fall, Spring",BAC+4,"Lille, Paris",19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Sustainable Finance & Fintech,,"Fall, Spring",BAC+3,Paris,19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Sustainable Finance & Fintech,,"Fall, Spring",BAC+4,Paris,19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Sport, Event & Hospitality Management",,"Fall, Spring",BAC+3,Sophia-Antipolis,19000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,"MSc Sport, Event & Hospitality Management",,"Fall, Spring",BAC+4,Sophia-Antipolis,19000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Global Supply Chain Management & Procurement,,"Fall, Spring",BAC+3,Lille,22000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Global Supply Chain Management & Procurement,,"Fall, Spring",BAC+4,Lille,25000,1,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Artificial Intelligence for Business Transformation,,Fall,BAC+3,Paris,22000,2,English,,,,,,,
,SKEMA Business School ,Business School  📈,Grande Ecole 👑,MSc Artificial Intelligence for Business Transformation,,Fall,BAC+4,Paris,25000,1,English,,,,,,,
FULL IN PARIS,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® (MS) Manager des Projets et Programmes​,,"Fall, Spring",BAC+5,"Lille, Paris, Online",18000,1,French,,,,,,,
FULL IN PARIS,SKEMA Business School ,Business School  📈,Grande Ecole 👑,Mastère Spécialisés® (MS) Chef de Projet Intelligence Artificielle,,Fall,BAC+5,Paris,18000,1,French,,,,,,,
